name,distance,difficulty_id,city,state

('The Long Trail (Division 12)','21.9',5,'Hyde Park','VT'),
('Spruce Ledge Shelter Spur','0.1',3,'Hyde Park','VT'),
('Haystack Summit Spur','0.1',2,'Richford','VT'),
('McCuin Recreational Trail','0.8',1,'Swanton','VT'),
('Trillium Trail','1.1',5,'Prices Fork','VA'),
('Skullcap Trail','1.4',3,'Blacksburg','VA'),
('Snake Root Trail','2.3',3,'Blacksburg','VA'),
('Jacobs Ladder Trail','1.3',5,'Prices Fork','VA'),
('Gateway Trail','1.7',4,'Blacksburg','VA'),
('Huckleberry Trail','8.4',1,'Blacksburg','VA'),
('Wong Park Outer Perimeter Walking Path','0.4',1,'Blacksburg','VA'),
('High Meadow Trail','1.4',2,'Galax','VA'),
('Fisher Peak Loop Trail','1.6',3,'Galax','VA'),
('Lake Keokee to High Butte and Roaring Branch','8.5',4,'Appalachia','VA'),
('Talapus Lake Spur Trail','0.3',2,'Riverbend','WA'),
('Cedar Lake','0.7',5,'Greenwater','WA'),
('Grouse Spring','1.9',5,'South Wenatchee','WA'),
('Money Creek Road','7.3',3,'Skykomish','WA'),
('Norse Peak View','0.8',4,'Greenwater','WA'),
('Old Ellensburg Trail','3.5',3,'South Wenatchee','WA'),
('Sawmill Creek Trail','3.1',5,'Greenwater','WA'),
('Sawmill Ridge','2.5',5,'Greenwater','WA'),
('Sultan River Canyon Trail','1.8',5,'Gold Bar','WA'),
('Tamanous Trail #27','0.6',3,'North Bonneville','WA'),
('Western Ridge Trail','3.7',4,'Silver Spring','MD'),
('Valley Trail - South','2.1',4,'Washington','DC'),
('Mount Vernon Trail','18.9',2,'Washington','DC'),
('Bike Trail #1 - Wise Rd. along Oregon Ave','1.4',1,'Washington','DC'),
('Bike Trail #2 - Beach Drive to Bingham Drive','1.2',3,'Washington','DC'),
('Bike Trail #4 - Glover Rd South to Beach Dr','0.8',1,'Washington','DC'),
('Capitol Columns Loop','0.7',1,'Washington','DC'),
('Hamilton Loop','0.4',3,'Washington','DC'),
('Hamilton Trail','0.4',3,'Washington','DC'),
('Azalea Path','0.5',1,'Washington','DC'),
('Snowshoe Walking/Biking Path','1.7',1,'Marlinton','WV'),
('Shavers Lake Trail','1.2',1,'Marlinton','WV'),
('Shavers Lake Road','3.2',1,'Marlinton','WV'),
('Fire Tower Trail','2.1',3,'Marlinton','WV'),
('Silver Creek Parkway','1.2',1,'Marlinton','WV'),
('Upper Spruce Road','3.9',1,'Marlinton','WV'),
('Lower Spruce Road','1.5',1,'Marlinton','WV'),
('Airport Runway','1.7',1,'Marlinton','WV'),
('Airport Road','0.9',1,'Marlinton','WV'),
('North Fork Mountain Trail #501','23.9',4,'Franklin','WV'),
('North Country Trail - Chequamegon and Brule Forests','91.7',3,'Lake Nebagamon','WI'),
('Circle Trail','4.8',3,'Bloomer','WI'),
('Mountain Bay State Trail: Wausau to Shawano','48.0',1,'Weston','WI'),
('Ice Age Trail','2.8',3,'Sturgeon Bay','WI'),
('Tower Trail','3.8',3,'Sturgeon Bay','WI'),
('Hemlock Trail','2.7',1,'Sturgeon Bay','WI'),
('Eagle Trail','2.1',4,'Marinette','WI'),
('Minnehaha Trail','0.7',1,'Marinette','WI'),
('Sentinel Trail','1.7',1,'Marinette','WI'),
('Lone Pine Trail','0.8',3,'Marinette','WI'),
('Little Goose Falls Trail #12','0.3',3,'Sheridan','WY'),
('South Piney Creek Trail','1.3',3,'Sheridan','WY'),
('Spearhead Peak Summit Spur','0.5',5,'Moose Wilson Road','WY'),
('Beaver Ponds #4025B','0.9',1,'South Park','WY'),
('State Line #3026','14.5',3,'Afton','WY'),
('Spring Creek (West Side) #3027','12.1',1,'Afton','WY'),
('Glacier Lake Trail #3','2.1',4,'Tower Junction','WY'),
('South Fork Indian Creek','8.7',5,'Hoback','WY'),
('Sheridan Pathways','7.2',1,'Sheridan','WY'),
('Heart Mountain Trail','3.8',3,'Cody','WY');
